Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 Gunmen attack Anambra community abduct five persons ,Youth Development,Crime,19-4-22,19,4,2022,Neutral,0.0,anger,https://punchng.com/gunmen-attack-anambra-community-abduct-five-persons/
 Pictorial: Rita Dominic dazzles in traditional marriage attire ,Entertainment,Education,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/pictorial-rita-dominic-dazzles-in-traditional-marriage-attire/
 Akwa Ibom announces third term resumption date for schools ,Education,Youth Development,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/akwa-ibom-announces-third-term-resumption-date-for-schools/
 Sri Lanka: IMF to consider request for financial aid ,Finance,Education,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/sri-lanka-imf-to-consider-request-for-financial-aid/
 Scholarships based on merit says PTDF ,Education,Sports,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/scholarships-based-on-merit-says-ptdf/
 Ronaldo to miss Man Utd Liverpool clash after death of newborn son ,Youth Development,Health,19-4-22,19,4,2022,Neutral,0.0,anger,https://punchng.com/ronaldo-to-miss-man-utd-liverpool-clash-after-death-of-newborn-son/
 Erosion sacks Imo community after downpour ,Environment,Education,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/erosion-sacks-imo-community-after-downpour/
 ASUU strike: UNILAG Bowen in 'Twitter battle' for singer Rema ,Politics,Youth Development,19-4-22,19,4,2022,Neutral,0.0,anger,https://punchng.com/asuu-strike-unilag-bowen-in-twitter-battle-for-singer-rema/
 Kenyan man chops off testicles in apparent suicide attempt ,Youth Development,Power,19-4-22,19,4,2022,Neutral,0.1,anger,https://punchng.com/kenyan-man-chops-off-testicles-in-apparent-suicide-attempt/
 How bad parenting affects society - Rapper M.I Abaga ,Environment,Youth Development,19-4-22,19,4,2022,Negative,-0.7,anger,https://punchng.com/how-bad-parenting-affects-society-rapper-m-i-abaga/
 Lagos govt shuts down warehouse over sale of contaminated milk ,Education,Power,19-4-22,19,4,2022,Negative,-0.2,disgust,https://punchng.com/lagos-govt-shuts-down-warehouse-over-sale-of-contaminated-milk/
 Sri Lanka crisis: China to provide emergency assistance ,Education,Health,19-4-22,19,4,2022,Neutral,0.0,sadness,https://punchng.com/sri-lanka-crisis-china-to-provide-emergency-assistance/
 Ukraine: New Zealand sanctions Russian banks ,Politics,Sports,19-4-22,19,4,2022,Neutral,0.1,0,https://punchng.com/ukraine-new-zealand-sanctions-russian-banks/
 Even Buhari's wife disagrees with his policies Kukah replies Presidency ,Politics,Education,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/even-buharis-wife-disagrees-with-his-policies-kukah-replies-presidency/
 Coalition seeks citizen participation in renewable energy ,Education,Power,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/coalition-seeks-citizen-participation-in-renewable-energy/
 20 die in Bauchi auto crash ,Power,Crime,19-4-22,19,4,2022,Neutral,0.0,fear,https://punchng.com/20-die-in-bauchi-auto-crash/
 Money ritual unreal says Oluwo of Iwo ,Education,Power,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/money-ritual-unreal-says-oluwo-of-iwo/
 I plan to be a better daughter sister this year -DJ Cuppy ,Education,Youth Development,19-4-22,19,4,2022,Positive,0.5,anticipation,https://punchng.com/i-plan-to-be-a-better-daughter-sister-this-year-dj-cuppy/
 UPDATED: Dariye Nyame: You squashed putrid egg against Nigerians' faces Soyinka hits Buhari ,Information and Culture,Youth Development,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/dariye-nyame-you-squashed-putrid-egg-against-nigerians-faces-soyinka-hits-buhari/
 Delta police nab four suspected cultists recover guns ,Power,Crime,19-4-22,19,4,2022,Neutral,0.0,fear,https://punchng.com/delta-police-nab-four-suspected-cultists-recover-guns/
 Maradona jersey auction opens with  $5m bid ,Sports,Power,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/maradona-jersey-auction-opens-with-5m-bid/
 Abducted Rivers bus driver passengers regain freedom 10 days after ,Youth Development,Power,20-4-22,20,4,2022,Neutral,0.0,joy,https://punchng.com/abducted-rivers-bus-driver-passengers-regain-freedom-10-days-after/
 Why Osinachi's husband has not been arraigned –Police ,Crime,Youth Development,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/why-osinachis-husband-has-not-been-arraigned-police/
 Agege Bread advert: Don't take law into your own hands CAN tells Christians ,Politics,Power,20-4-22,20,4,2022,Positive,0.6,trust,https://punchng.com/agege-bread-advert-dont-take-law-into-your-our-hands-can-tells-christians/
 Tweeps knock APC over N100m presidential nomination form ,Politics,Legislative,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/tweeps-knock-apc-over-n100m-presidential-nomination-form/
 NEC: Buhari warns against imposition as APC decides on 2023 elections ,Power,Politics,20-4-22,20,4,2022,Neutral,0.0,sadness,https://punchng.com/nec-buhari-warns-against-imposition-as-apc-decides-on-2023-elections/
 N100m form: Probe APC presidential aspirants HURIWA urges EFCC ICPC ,Education,Politics,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/n100m-form-probe-apc-presidential-aspirants-huriwa-urges-efcc-icpc/
 (UPDATED) Why Tinubu was absent at APC NEC meeting -Aide ,Education,Information and Culture,20-4-22,20,4,2022,Neutral,0.0,sadness,https://punchng.com/updated-why-tinubu-was-absent-at-apc-nec-meeting-aide/
 Why indirect primary is better for Tinubu’s presidential bid –Joe Igbokwe ,Power,Education,20-4-22,20,4,2022,Positive,0.5,anticipation,https://punchng.com/why-indirect-primary-is-better-for-tinubus-presidential-bid-joe-igbokwe/
 N100m gift: Crisis hits Lagos4Lagos Movement as leaders clash ,Education,Politics,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/n100m-gift-crisis-hits-lagos4lagos-movement-as-leaders-clash/
 Sexual abuse: Lagos officials grill Chrisland management parents ,Education,Youth Development,20-4-22,20,4,2022,Positive,0.5,anger,https://punchng.com/just-in-sexual-abuse-lagos-officials-grill-chrisland-management-parents/
 Imo: Military Ebubeagu behind attacks killings IPOB alleges ,Defense,Politics,20-4-22,20,4,2022,Negative,-0.2,0,https://punchng.com/imo-military-ebubeagu-behind-attacks-killings-ipob-alleges/
 Insecurity: Southern Kaduna Christian leaders to hold prayer summit ,Education,Politics,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/insecurity-southern-kaduna-christian-leaders-to-hold-prayer-summit/
 CAN demands Sterling Bank CEO's sacking over controversial Easter advert ,Power,Politics,20-4-22,20,4,2022,Positive,0.6,anger,https://punchng.com/can-demands-sterling-bank-ceos-sacking-over-controversial-easter-advert/
 Five feared killed houses burnt in Akwa Ibom communal clash ,Power,Health,20-4-22,20,4,2022,Negative,-0.2,sadness,https://punchng.com/five-feared-killed-houses-burnt-in-akwa-ibom-communal-clash/
 Air Force reveals identities of personnel killed in aircraft crash ,Power,Environment,20-4-22,20,4,2022,Negative,-0.2,fear,https://punchng.com/air-force-reveals-identities-of-personnel-killed-in-aircraft-crash/
 Top Man United scouts leave ahead of ten Hag's arrival ,Youth Development,Power,20-4-22,20,4,2022,Positive,0.2,sadness,https://punchng.com/top-man-united-scouts-leave-ahead-of-ten-hags-arrival/
 NAF sets up panel to probe aircraft crash ,Aviation,Environment,20-4-22,20,4,2022,Neutral,0.0,fear,https://punchng.com/naf-sets-up-panel-to-probe-aircraft-crash/
 UNWTO awards 100 tourism scholarships to Nigeria ,Education,Sports,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/unwto-awards-100-tourism-scholarships-to-nigeria/
 NECO reschedules 2022 NCEE over low registration ,Legal,Administrative,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/neco-reschedules-2022-ncee-over-low-registration/
 Cleric seeks unity among Christians church leaders ,Politics,Education,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/cleric-seeks-unity-among-christians-church-leaders/
 APC to begin sale of forms Saturday ,Sports,Education,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/apc-to-begin-sale-of-forms-saturday/
 APC settles for indirect primary rules out consensus ,Administrative,Legal,20-4-22,20,4,2022,Positive,0.4,anticipation,https://punchng.com/apc-settles-for-indirect-primary-rules-out-consensus/
 Climate change: UN calls for weather warning systems ,Environment,Health,20-4-22,20,4,2022,Neutral,0.0,fear,https://punchng.com/climate-change-un-calls-for-weather-warning-systems/
 89 buses used for 2021 AFCON missing ,Transportation,Youth Development,20-4-22,20,4,2022,Negative,-0.2,fear,https://punchng.com/89-buses-used-for-2021-afcon-missing/
 APC pegs presidential nomination form at N100m ,Legislative,Politics,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/apc-pegs-presidential-nomination-form-at-n100m/
 Man City vs Brighton: City win 3-0 to return top of EPL table ,Sports,Youth Development,20-4-22,20,4,2022,Positive,0.7,anticipation,https://punchng.com/man-city-vs-brighton-city-win-3-0-to-return-top-of-epl-table/
 Arsenal beat Chelsea 4-2 remain fifth on EPL table ,Defense,Youth Development,20-4-22,20,4,2022,Neutral,0.0,0,https://punchng.com/breaking-arsenal-beat-chelsea-4-2-remain-fifth-on-epl-table/
 Jos: Gunmen kill pregnant woman kidnap pastor two children ,Education,Youth Development,20-4-22,20,4,2022,Positive,0.3,fear,https://punchng.com/jos-gunmen-kill-pregnant-woman-kidnap-pastor-two-children/
 Osinachi: Gender violence cases'll receive utmost attention says IGP ,Education,Youth Development,20-4-22,20,4,2022,Neutral,0.0,anger,https://punchng.com/osinachi-gender-violence-casesll-receive-utmost-attention-says-igp/
 Imo PDP accuses Uzodinma of trivialising politicising insecurity ,Environment,Politics,20-4-22,20,4,2022,Neutral,0.0,fear,https://punchng.com/imo-pdp-accuses-uzodinma-of-trivialising-politicising-insecurity/
 2023: Udom demands PDP presidential ticket as reward for loyalty ,Education,Power,20-4-22,20,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-udom-demands-pdp-presidential-ticket-as-reward-for-loyalty/
 Electoral Act: Why I won’t resign despite presidential ambition –Ngige ,Power,Politics,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/electoral-act-why-i-wont-resign-despite-presidential-ambition-ngige/
 Nigeria's presidential system a waste says group ,Education,Politics,21-4-22,21,4,2022,Negative,-0.2,trust,https://punchng.com/nigerias-presidential-system-a-waste-says-group/
 Three EPL clubs interested in Nigeria’s Taiwo Awoniyi ,Sports,Politics,21-4-22,21,4,2022,Positive,0.2,disgust,https://punchng.com/three-epl-clubs-interested-in-nigerias-taiwo-awoniyi/
 2023: Katsina SSG resigns to join gov race ,Politics,Education,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-katsina-ssg-resigns-to-join-gov-race/
 Osun 2022: APP gov candidate promises agricultural development ,Education,Agriculture,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/osun-2022-app-gov-candidate-promises-agricultural-development/
 Sanctions: Russia slams travel ban on Kamala Harris Zuckerberg others ,Sports,Education,21-4-22,21,4,2022,Neutral,0.0,sadness,https://punchng.com/sanctions-russia-slams-travel-ban-on-kamala-harris-zuckerberg-others/
 Strike: Arewa forum to mediate between ASUU FG ,Defense,Finance,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/strike-arewa-forum-to-mediate-between-asuu-fg/
 Why academics must participate in politics – Osinbajo ,Politics,Sports,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/why-academics-must-participate-in-politics-osinbajo/
 N100m form: APC insensitive to plight of youths says PDP ,Environment,Education,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/n100m-form-apc-insensitive-to-plight-of-youths-says-pdp/
 Presidency: Anambra roads constructed by Peter Obi are all washed off –Ngige ,Power,Education,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/presidency-anambra-roads-constructed-by-peter-obi-are-all-washed-off-ngige/
 Buhari congratulates new Archbishop of Owerri ,Youth Development,Education,21-4-22,21,4,2022,Positive,0.1,0,https://punchng.com/buhari-congratulates-new-archbishop-of-owerri/
 Niger govt returns 21 almajiris to Katsina ,Education,Youth Development,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/niger-govt-returns-21-almajiris-to-katsina/
 El-Rufai's comments can compromise security – NSA Munguno ,Health,Environment,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/el-rufais-comments-can-compromise-security-nsa-munguno/
 Buhari appoints Matilda Mmegwa as SSA on job creation employment ,Education,Youth Development,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/buhari-appoints-matilda-mmegwa-as-ssa-on-job-creation-employment/
 Ishaku condemns Taraba bomb attack ISWAP claims responsibility ,Defense,Power,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/ishaku-condemns-taraba-bomb-attack-iswap-claims-responsibility/
 VIDEO: Why education is not a scam -Teacher Sade Lagos tutor in viral video ,Education,Youth Development,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/video-why-education-is-not-a-scam-teacher-sade-lagos-tutor-in-viral-video/
 Man United captain Maguire gets bomb threat ,Youth Development,Power,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/man-united-captain-maguire-gets-bomb-threat/
 Mike Tyson punches passenger on US plane -Report ,Youth Development,Power,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/mike-tyson-punches-passenger-on-us-plane-report/
 Super Falcons welcome Oshoala back from injury ,Sports,Youth Development,21-4-22,21,4,2022,Positive,0.4,anger,https://punchng.com/super-falcons-welcome-oshoala-back-from-injury/
 Niger govt confirms NAF fighter jet killed six children ,Youth Development,Education,21-4-22,21,4,2022,Negative,-0.2,0,https://punchng.com/just-in-niger-govt-confirms-naf-fighter-jet-killed-six-children/
 Death toll in Taraba terrorist attack rises to six ,Crime,Health,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/death-toll-in-taraba-terrorist-attack-rises-to-six/
 Lagos driver crushes LASTMA official to death ,Youth Development,Education,21-4-22,21,4,2022,Neutral,0.0,trust,https://punchng.com/lagos-driver-crushes-lastma-official-to-death/
 COVID-19 vaccination: Ekiti targets 70% population HIV patients ,Education,Health,21-4-22,21,4,2022,Neutral,0.0,anticipation,https://punchng.com/covid-19-vaccination-ekiti-targets-70-population-hiv-patients/
 Fund varsities from N4tn subsidy budget ASUU tells FG ,Finance,Education,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/fund-varsities-from-n4tn-subsidy-budget-asuu-tells-fg/
 15 Edo communities block road over herdsmen attacks ,Education,Environment,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/15-edo-communities-block-road-over-herdsmen-attacks/
 Gunmen invade Akwa Ibom church abduct 80-year-old pastor demand N100m ,Youth Development,Education,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/gunmen-invade-akwa-ibom-church-abduct-80-year-old-pastor-demand-n100m/
 2023: Get your PVCs now Gombe gov aspirant urges residents ,Politics,Education,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/2023-get-your-pvcs-now-gombe-gov-aspirant-urges-residents/
 Akwa Ibom: 1444 human trafficking victims rescued within one year -NAPTIP ,Crime,Youth Development,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/akwa-ibom-1444-human-trafficking-victims-rescued-within-one-year-naptip/
 Frappart named as first woman to referee French Cup final ,Sports,Youth Development,21-4-22,21,4,2022,Neutral,0.1,trust,https://punchng.com/frappart-named-as-first-woman-to-referee-french-cup-final/
 Death toll in Taraba terrorist attack rises to six ,Health,Crime,21-4-22,21,4,2022,Neutral,0.0,anger,https://punchng.com/death-toll-in-taraba-terrorist-attack-rises-to-six/
 Akwa Ibom: NSCDC arrests 69 suspected oil thieves ,Petroleum Resources,Crime,21-4-22,21,4,2022,Neutral,0.0,0,https://punchng.com/akwa-ibom-nscdc-arrests-69-suspected-oil-thieves/
 Niger govt confirms NAF fighter jet killed six children ,Education,Youth Development,21-4-22,21,4,2022,Negative,-0.2,0,https://punchng.com/just-in-niger-govt-confirms-naf-fighter-jet-killed-six-children/
